ID,Jupiter,Ketu,Mars,Mercury,Moon,Neptune,Pluto,Rahu,Saturn,Sun,Uranus,Venus,DOB,TOB,GENDER
247,240.0688168186,267.3913155332,51.2509473164,344.2363332984,240.556432269,323.7894106979,269.1235646153,87.3913155332,266.4556127782,9.0048799581,8.5298200938,339.3709542269,2019-04-23,13:32:17,1
248,199.4404375165,283.0393747279,285.0272643228,100.3301869553,300.1196367353,322.4322576342,266.2569126126,103.0393747279,251.501177186,76.2538443063,8.0124328598,117.0586922171,2018-07-02,12:33:34,2
249,200.545521406,281.0634232344,276.9466739632,112.929313929,71.1322306842,321.8507902577,265.3757070926,101.0634232344,249.1852557941,111.8631238183,8.5468159062,157.5136077497,2018-08-08,19:27:52,1
250,205.0204946841,279.1524845063,276.4977631012,139.8919079076,197.1091979981,320.9062920871,264.8172705373,99.1524845063,248.5691465067,146.6754612521,8.0146743198,188.8066220405,2018-09-13,20:55:30,2
251,236.7242507893,265.374288502,75.8973205153,57.6101859915,10.9788959716,324.576040165,268.812327322,85.374288502,265.7173859219,45.7786957337,10.6111381692,25.5913452056,2019-05-31,21:02:46,1
252,207.8218606476,278.308496214,281.4362361925,169.2498713052,35.3208651298,320.4789061061,264.7427951238,98.308496214,248.9672578284,162.4894273181,7.4967743659,196.1368997298,2018-09-29,14:09:57,2
253,236.2533811096,270.871379611,7.5648032735,317.3520888216,84.2872580043,321.4504981687,268.0843330698,90.871379611,262.5812872907,303.8013319825,5.2837170972,260.8239551758,2019-02-17,03:25:23,1
254,239.0463228562,269.5987857537,23.7065667484,332.2181273177,38.7071837979,322.3534062471,268.6779211117,89.5987857537,264.6577491457,327.9157994567,6.2707573399,289.2009952184,2019-03-13,02:46:43,2
255,206.3985756789,278.7157970308,278.6885764596,155.3086365673,297.6936514998,320.6838743636,264.7638516368,98.7157970308,248.7198621626,154.7149422562,7.7676660039,193.3927813357,2018-09-22,00:42:00,1
256,234.7129620887,264.5311214765,86.0847252433,84.6444900756,230.8034156793,324.6891276817,268.5163959864,84.5311214765,264.8252338922,61.002429734,11.3372532872,44.9772802041,2019-06-16,12:54:54,2
257,217.8410883156,275.7626552798,306.5960368621,229.4763536767,310.2391857672,319.6991547572,265.2769065012,95.7626552798,252.3553003568,210.4859736168,5.6033302255,181.232994644,2018-11-16,17:10:22,2
258,212.8641632265,276.9533022409,293.299935822,207.9479503593,12.3309639345,319.9437880289,264.8849530413,96.9533022409,250.3841533461,187.5442108551,6.5009464713,190.0436092985,2018-10-25,08:55:51,2
259,239.9893468178,268.8423416579,33.2152423888,322.1745054376,240.4710791263,322.8845465662,268.9228118235,88.8423416579,265.5634687051,342.1033699497,6.9942934357,306.305417867,2019-03-27,10:22:15,1
260,199.7360328664,281.7160047946,280.1474572417,119.4042504949,273.2457373497,322.1067626041,265.6524764288,101.7160047946,249.8166407226,100.0803940498,8.4928901594,144.675436592,2018-07-27,13:54:41,2
261,237.4515912753,265.6968646207,71.9847268892,44.7405937829,297.063593952,324.4970709961,268.9035147219,85.6968646207,265.9802581638,39.9360425237,10.3037145442,18.1851043384,2019-05-25,11:57:08,1
262,238.7511647507,266.3533788655,63.9906734919,18.1589552055,132.0430884802,324.2782899957,269.0433533835,86.3533788655,266.3537216891,28.0084686709,9.6403434799,3.1313174623,2019-05-13,08:37:04,1
263,199.3890490704,282.2584205786,282.7705281414,116.1032117145,143.9569813363,322.2750062142,265.898194371,102.2584205786,250.4587520729,90.3094828099,8.3545920551,133.5632454906,2018-07-17,05:15:08,2
264,240.2997451528,268.26993877,40.3624209409,325.7128303681,11.0545974945,323.2651979576,269.0457459378,88.26993877,266.0556031666,352.7677251455,7.5854728063,319.3223101156,2019-04-07,04:36:41,2
265,204.6318057644,279.2825854684,275.9946570161,135.2164093417,163.0228715954,320.9737259085,264.8393124805,99.2825854684,248.5457159635,144.2863173367,8.0806178258,187.1721063679,2018-09-11,10:00:09,1
266,199.4068334224,282.2115189489,282.5659008723,116.6845549954,156.4485335305,322.2622259794,265.8766143163,102.2115189489,250.3998221441,91.1540645176,8.3698238548,134.5371777025,2018-07-17,22:29:38,2
267,212.5750085207,277.0394124551,292.5626427332,206.0592323195,350.9021260244,319.9666519856,264.8691181841,97.0394124551,250.2847401137,186.1752260958,6.5572743474,190.8685734272,2018-10-23,12:55:55,1
268,212.6595937132,277.0048130733,292.7778311113,206.6156887451,359.4221715915,319.9598643839,264.873662561,97.0048130733,250.3136253376,186.5762860216,6.5407656298,190.6288574493,2018-10-24,09:36:07,2
269,214.5764612769,276.5284987206,297.753124804,218.2458725973,123.9444316294,319.8280082099,264.9954371279,96.5284987206,251.0096606362,195.5479683929,6.17486341,185.312744869,2018-11-02,02:19:25,1
270,199.5182609603,281.9964712658,281.5621618726,118.6772883734,209.7015975132,322.1992143072,265.778304416,101.9964712658,250.1373383368,95.0269719481,8.4317490722,138.9725430789,2018-07-22,04:53:18,2
271,233.8294068081,271.6821828623,357.2111850321,290.0156855569,252.3358996577,320.9151884934,267.6176967137,91.6821828623,260.9854099272,288.306566375,4.8569402933,243.2109927499,2019-02-01,19:12:42,1
272,210.8194812757,277.4771168371,288.2030628705,193.7990957002,250.8238909082,320.1256599495,264.7915069756,97.4771168371,249.7238195491,177.7237571626,6.9038362695,195.0952443536,2018-10-15,05:41:47,2
273,217.0075185737,275.939884191,304.2984700456,228.4265372158,270.6917700749,319.7204916375,265.1968002353,95.939884191,251.9943833309,206.6980942415,5.7413842185,181.4486772284,2018-11-13,11:54:23,1
274,202.0322414951,280.2816012196,274.72472857,108.5482034988,270.995559291,321.4861344514,265.0919459823,100.2816012196,248.6911387737,126.042673188,8.4483897847,171.8160231067,2018-08-23,13:33:00,2
275,233.5794689369,271.7586250966,356.2340177575,287.5113401101,234.8071195221,320.8677020947,267.5712296337,91.7586250966,260.8268586893,286.8415790845,4.8261315198,241.5779652539,2019-01-31,09:35:28,1
276,199.421218151,282.9978225948,284.9711046307,101.4178717106,309.4491962814,322.4266151852,266.2380822051,102.9978225948,251.4437823288,77.0012647694,8.0346628111,117.9489713168,2018-07-03,07:22:41,2
277,240.3217245695,268.0321683029,43.3196402253,329.5372705582,69.8012707158,323.415303707,269.0802089229,88.0321683029,266.2072498686,357.1784170612,7.838351921,324.7412832612,2019-04-11,14:17:50,1
278,199.6708513183,281.8031325298,280.5267684605,119.43424099,253.8370048218,322.1322140784,265.6853141895,101.8031325298,249.8985532315,98.7488676922,8.4789697307,143.1828262761,2018-07-25,15:27:05,2
279,200.0986770286,281.3819617829,278.4401636729,117.2642191676,349.1682061701,321.9822913837,265.5073190944,101.3819617829,249.471448227,106.1059232498,8.5359575117,151.3294944078,2018-08-02,18:11:56,1
280,199.603173104,283.3010186009,285.203284419,92.9179713108,241.6880959945,322.4603578659,266.3738937998,103.3010186009,251.8640886855,71.5472237336,7.8625275492,111.4246574951,2018-06-27,09:03:40,2
281,202.264680965,280.1483777754,274.6359728896,109.7738473576,300.7387323252,321.4351823441,265.0598631506,100.1483777754,248.650369715,127.903313232,8.4227461917,173.5682436608,2018-08-24,22:53:13,2
282,239.9634289515,267.2749771679,52.8481561517,347.8300752259,267.9029990887,323.859029501,269.1236585231,87.2749771679,266.4770893176,11.3870517994,8.6703775627,342.333745994,2019-04-25,19:13:39,2
283,207.1872187155,278.4795549885,280.1624539931,163.2611583211,352.780154006,320.5672497862,264.7482383675,98.4795549885,248.8466480092,159.077848521,7.6190163255,195.1680371992,2018-09-26,13:41:38,1
284,240.1076112786,268.6893210297,35.1297516491,322.1605627025,275.5480637207,322.9886898525,268.9612068861,88.6893210297,265.7122303561,344.9602343438,7.1494287973,309.780343375,2019-03-30,06:40:26,2
285,199.4298944352,282.1582018484,282.3264521331,117.2841157625,170.2402259964,322.2472681538,265.8521294358,102.1582018484,250.3335284877,92.1141917347,8.3863857677,135.6415353667,2018-07-18,22:38:27,1
286,229.5881637194,272.8772593141,341.9427788315,253.2523102482,308.1179870944,320.2560914508,266.8672346559,92.8772593141,258.4065475711,265.3613299413,4.5764437087,218.5452954933,2019-01-10,06:57:50,1
287,206.1409116239,278.8081791957,278.2378171804,152.5763476989,277.0627296091,320.7236096713,264.7711784,98.8081791957,248.6844250012,153.255741962,7.8152145294,192.6779050749,2018-09-20,03:51:37,2
288,240.252895872,268.390466818,38.4753071741,323.8970174678,342.6981768743,323.1669934723,269.0187421926,88.390466818,265.9426802631,349.9523324027,7.4263837974,315.8739936995,2019-04-03,20:01:27,2
289,203.4793876916,279.6923893006,274.9045855656,121.2358925173,50.4300905491,321.1864990233,264.9257357,99.6923893006,248.5362644963,136.780373964,8.2621798391,181.3980581176,2018-09-03,16:24:11,1
290,209.3839577403,277.8817281851,284.830799576,182.7046399782,148.9576855622,320.2818584316,264.7538896437,97.8817281851,249.3262208795,170.583159326,7.1895616091,196.7361781528,2018-10-07,17:26:54,2
291,199.3338038535,282.6656888905,284.2500929632,109.1768855983,29.9546912193,322.3702278083,266.0859333824,102.6656888905,250.9906344322,82.9769789079,8.1963639611,125.018622265,2018-07-09,13:48:03,1
292,202.0197753989,280.2871929832,274.7310289734,108.4947787111,269.7528683931,321.4889018621,265.0937357068,100.2871929832,248.6935314447,125.9410204399,8.449707712,171.7193187005,2018-08-23,11:01:03,2
293,232.9147994024,271.9219423717,353.6948115639,281.110156477,195.5845164674,320.7473560202,267.4491034567,91.9219423717,260.4097365764,283.0327218718,4.7541579014,237.3627850551,2019-01-27,03:37:30,1
294,238.3474945527,266.1330276896,66.6790397202,26.8164299986,191.245369428,324.3599809188,269.0034846099,86.1330276896,266.2535459305,32.0185783917,9.8676816405,8.1812982487,2019-05-17,12:24:53,2
295,237.9810608326,270.1315378444,16.5755756078,334.6275433063,276.2923730163,321.9498739841,268.4402132444,90.1315378444,263.8143531239,317.2668589519,5.7917608586,276.5514303111,2019-03-01,23:29:47,1
296,231.5644191141,272.3435289545,348.7579895991,269.0863396723,79.4886049581,320.5269639915,267.2070443756,92.3435289545,259.5806028989,275.6201777346,4.6480070539,229.3042640133,2019-01-20,08:41:21,2
297,240.267180015,267.7532265836,46.7790282437,335.2501767489,144.5091166314,323.5840046244,269.1079751704,87.7532265836,266.3443380301,2.336617025,8.138281655,331.1047314523,2019-04-16,16:37:45,1
298,199.7056896828,281.7496203892,280.3203714511,119.4381114387,265.770592078,322.1184394191,265.6673886844,101.7496203892,249.853674991,99.4745044748,8.486752073,143.9971807718,2018-07-26,19:41:13,2
299,205.3414581552,279.0475915601,276.9555105434,143.6560945185,222.7322655332,320.8522361397,264.8015386245,99.0475915601,248.5952715629,148.6037222016,7.9588600719,190.0424034768,2018-09-15,15:25:51,1
300,213.7489398275,276.6927378371,295.5833515824,213.4754456909,80.3123746327,319.8798258483,264.9385972632,96.6927378371,250.6997713556,191.6998557829,6.330747679,187.5062560492,2018-10-29,01:56:24,2
301,238.0024982729,265.9581570484,68.8085680388,33.9448960569,236.1475409156,324.4189708536,268.9667085385,85.9581570484,266.1557199763,35.1956882965,10.0449515104,12.1906868581,2019-05-20,14:36:47,1
302,221.9677659552,274.7601809448,318.3160780789,213.4495266607,207.5700421278,319.7107159594,265.7465539802,94.7601809448,254.2915662499,229.1989406997,5.0238771644,187.5490684461,2018-12-05,18:11:30,2
303,238.4363899752,266.1798986519,66.1076858285,24.9396143972,178.7481973324,324.3432926208,269.0125857398,86.1798986519,266.2770428338,31.1662678321,9.8196832898,7.1069443981,2019-05-16,09:11:13,1
304,236.2834694662,270.8293582782,7.7063891069,317.7162252093,96.071051541,321.4581650955,268.0903375031,90.8293582782,262.6019045829,304.012944387,5.2907749904,261.0683799766,2019-02-16,19:27:17,2
305,230.8397335049,272.5429844655,346.2092740133,263.0732161248,26.0301537869,320.4207588556,267.0803087866,92.5429844655,259.1448303736,271.7886262389,4.6108364941,225.2266826247,2019-01-16,10:21:22,2
306,224.3051700374,274.2009493947,325.2335427097,218.7717957301,335.8834152915,319.805629487,266.0608990146,94.2009493947,255.4861501419,239.9260119139,4.790080239,195.0551174976,2018-12-16,06:28:01,2
307,209.5381464541,277.8178323049,285.1827625634,183.9485880067,166.2469135888,320.2639170732,264.7567053901,97.8178323049,249.3659915798,171.3623334152,7.1588984112,196.6574586919,2018-10-09,00:23:13,1
308,200.3454746345,281.2152674906,277.549452979,114.9062414124,30.3474175318,321.9075598187,265.4301740202,101.2152674906,249.3003030289,109.4363722109,8.5458111652,154.9293306352,2018-08-05,18:41:39,2
309,199.5565919058,281.938544349,281.2770922486,119.0104161573,223.1693334944,322.1810534887,265.7520671898,101.938544349,250.068988065,96.0704150192,8.4462112563,140.1583382811,2018-07-23,07:07:24,1
310,216.5871683967,276.0407647077,303.1497001322,227.2780456678,247.7476017223,319.7342200617,265.158432247,96.0407647077,251.8166548553,204.782916368,5.8131895542,181.7785864808,2018-11-11,09:13:03,1
311,237.4753521682,265.7077721475,71.8522711645,44.2921125708,294.6178753573,324.494061012,268.9063494769,85.7077721475,265.9882713542,39.7383069633,10.2930771446,17.9347853367,2019-05-25,14:00:44,2
312,225.0707720184,274.015579092,327.551937386,222.7332102801,20.8928378045,319.8508848256,266.1705549408,94.015579092,255.8912486,243.4855563435,4.730982163,197.9463159738,2018-12-19,19:25:14,2
313,199.5599310547,283.2416018964,285.1901896256,94.6853347979,255.0749189264,322.4551026398,266.3475898952,103.2416018964,251.7815570264,72.6161428394,7.8980450905,112.7082325543,2018-06-28,11:58:15,1
314,212.1237970776,277.1406033187,291.4219537014,203.0369457208,326.7167699576,320.0042312584,264.8461060417,97.1406033187,250.1334379008,184.0270777145,6.6457204701,192.1118498624,2018-10-21,15:06:09,2
315,199.3350667201,282.4962695563,283.7061521709,112.4401190571,76.9439669764,322.3340801767,266.007845983,102.4962695563,250.7654143565,86.0267309958,8.267745817,128.5910786308,2018-07-12,17:31:50,1
316,240.2170898178,267.6330045893,48.2664760104,338.0542292804,177.7910643577,323.6539421226,269.1156473208,87.6330045893,266.3896243681,4.554438127,8.2681612446,333.8492795626,2019-04-19,02:04:39,2
317,203.2920836783,279.7322283924,274.7951327361,119.0982284435,40.1364273958,321.2230534624,264.9431716225,99.7322283924,248.5444675469,135.4877872766,8.2893168822,180.3186330008,2018-09-01,19:21:36,1
318,239.6472464571,266.9713199403,56.583180451,356.9734693866,336.2158553711,324.0129819328,269.1122871616,86.9713199403,266.4888680933,16.9586664235,8.998436227,349.2814186414,2019-05-01,12:45:12,2
319,224.9980228839,274.0332529164,327.3304568187,222.3309514219,16.3877505551,319.8462745627,266.1599948408,94.0332529164,255.852470153,243.1461161014,4.7361963941,197.6634294601,2018-12-19,05:24:58,1
320,204.031317463,279.4911342668,275.3439939208,127.860083052,104.975003313,321.0821552697,264.8801849061,99.4911342668,248.5287697607,140.462635094,8.1781721528,184.3424058197,2018-09-07,11:33:04,2
321,238.4579347648,266.191385779,65.9676198513,24.4823129416,175.6682423458,324.3391463649,269.0147664384,86.191385779,266.2826233402,30.9573312647,9.807889977,6.8436585998,2019-05-16,10:59:04,1
322,239.7566843014,269.079578525,30.2414673886,323.8200530387,179.7462585302,322.7205183656,268.8557360621,89.079578525,265.3092584808,337.6661584408,6.7590990606,300.9272426451,2019-03-22,22:55:36,2
323,217.182142388,275.8980554448,304.7776688126,228.7934114073,280.0332912512,319.7153755161,265.2131454709,95.8980554448,252.0690722631,207.4926032822,5.7119765031,181.3554712739,2018-11-13,22:51:01,1
324,236.1105449002,270.9236736702,6.898208189,315.6228678808,69.9537483248,321.4145020999,268.0559059053,90.9236736702,262.4837361041,302.8049969552,5.2509071204,259.6744327779,2019-02-16,02:44:21,2
325,226.4262486969,273.6836030178,331.7265600266,230.9229056771,111.8662211212,319.9488288822,266.3725473961,93.6836030178,256.6245155453,249.8640440662,4.6499098286,203.5118069484,2018-12-25,18:46:20,1
326,199.8381906531,281.610937048,279.605591352,119.0794113001,296.644067637,322.0692408392,265.6061965497,101.610937048,249.7035005115,101.9746213321,8.509954966,146.7855337182,2018-07-29,06:29:47,2
327,236.0502613906,265.088350486,79.358850757,68.0010998372,84.2985451484,324.6298228628,268.7206828103,85.088350486,265.4453730832,50.949899685,10.8711567461,32.1617441147,2019-06-06,06:32:50,1
328,199.3305229264,282.5903788694,284.0220692436,110.689732253,50.4137621889,322.3547613926,266.0512294212,102.5903788694,250.889901564,84.3325238041,8.2290388767,126.6096187185,2018-07-10,23:54:32,2
329,199.425741583,283.0079671346,284.9855262215,101.1546452987,307.1642676587,322.4280223411,266.2426848565,103.0079671346,251.4577843983,76.8187966517,8.029276459,117.7317444479,2018-07-02,20:47:02,2
330,206.4022181013,278.7146856701,278.6950658175,155.3467714905,297.9437173461,320.6833184569,264.7637561584,98.7146856701,248.7203850975,154.7354429175,7.766989887,193.4024144147,2018-09-21,21:12:12,2
331,200.8813099519,280.8596480121,276.1320169106,110.0532672338,128.9405823787,321.760902958,265.295871263,100.8596480121,249.0266486649,115.5527560612,8.5382186458,161.3747553069,2018-08-12,14:45:14,1
332,239.0860512167,269.5432545192,24.0172527327,331.8127967591,52.5113148595,322.3709922587,268.6872847713,89.5432545192,264.6914747719,328.3794757966,6.292991645,289.7555792951,2019-03-13,01:55:43,2
333,240.3112950414,267.9267172243,44.62876187,331.5568155609,97.2579412266,323.4801028258,269.092349832,87.9267172243,266.2643211098,359.1305245217,7.951442747,327.1461997624,2019-04-13,12:03:20,1
334,199.5212530966,283.1835713262,285.162183833,96.3640725002,268.0337846682,322.4493321048,266.3217456586,103.1835713262,251.7009821716,73.6600501319,7.9319073332,113.9595479616,2018-06-29,13:15:10,1
335,202.3630397928,280.1591215422,274.614045303,110.4146874229,298.3208704926,321.4139755763,265.0469868216,100.1591215422,248.6352070541,128.6720357435,8.4113146737,174.2819714604,2018-08-25,18:01:15,2
336,199.3317096116,282.6347155375,284.15905831,109.8108071408,38.2673215851,322.3639833775,266.0716630289,102.6347155375,250.949092969,83.5344510651,8.2099829522,125.6735195486,2018-07-09,23:49:43,2
337,232.8714262424,271.9700179216,353.5318755144,280.7046178297,183.3912821463,320.7397921062,267.4412072762,91.9700179216,260.3827363829,282.7882213279,4.749943279,237.0937940834,2019-01-27,02:51:06,1
338,200.9278159296,280.8331066086,276.0364299706,109.7266796249,136.4015513511,321.7488776398,265.2857356162,100.8331066086,249.0074614832,116.0336433648,8.5361882201,161.8715666238,2018-08-13,02:46:27,2
339,239.4786213533,269.3204806743,27.3808369249,327.0901561379,111.7996845392,322.5607666304,268.7830021896,89.3204806743,265.0393566073,333.3982587425,6.540260576,295.7780864758,2019-03-18,04:49:21,1
340,233.9115426983,264.1885519059,90.2080501823,92.2866301697,310.5136683941,324.6959397788,268.3772406063,84.1885519059,264.3970905576,67.1710295159,11.5939778971,52.8667374101,2019-06-23,06:03:52,2
341,240.3097494916,268.2190498585,40.9959342115,326.438109,23.3133540669,323.2977568561,269.0539359683,88.2190498585,266.0907075306,353.7127407406,7.6392998109,320.4816358502,2019-04-07,22:39:32,1
342,235.1150726231,264.6991828865,84.0589257262,80.1533338792,188.132497642,324.6775373978,268.5811600517,84.6991828865,265.0233178112,57.9737804243,11.2027103833,41.1102497904,2019-06-13,14:48:01,2
343,200.4298096538,281.139634856,277.2834979279,114.0642120125,50.2639567446,321.8832716249,265.4064601972,101.139634856,249.2495888924,110.484483713,8.5468845504,156.049637063,2018-08-07,07:56:53,1
344,210.361144987,277.6153530574,287.1044573106,190.3701967228,218.3065007672,320.1728970927,264.7767773674,97.6153530574,249.5904104702,175.4700743047,6.995019188,195.8331315878,2018-10-12,17:05:21,2
345,205.8835351687,278.8750411579,277.8047798265,149.7779160762,262.1850864494,320.7641205982,264.779654835,98.8750411579,248.6521810531,151.7796291284,7.8621298316,191.8982301012,2018-09-19,02:34:44,1
346,212.0016799341,277.1717379783,291.1154280794,202.2036117244,319.4855013897,320.0147952151,264.8402353708,97.1717379783,250.0933083971,183.4430599855,6.6697540618,192.4348214212,2018-10-21,05:00:06,2
347,240.2134848577,267.6255949047,48.3580861428,338.2331860628,179.8213602635,323.6581976591,269.1160379883,87.6255949047,266.3921445696,4.6910348747,8.2761761295,334.0184782989,2019-04-19,07:26:00,1
348,204.6554981428,279.239224001,276.0235982285,135.5043920415,174.658043851,320.9695530326,264.8378718715,99.239224001,248.5468749787,144.4337594741,8.0766548797,187.2761087449,2018-09-11,01:38:27,2
349,233.7708115066,264.1267346145,90.9513667143,93.4339385385,324.3532028295,324.6947251827,268.3511824776,84.1267346145,264.3167936783,68.2837530833,11.637625754,54.2915080295,2019-06-24,10:03:40,1
350,220.8365676718,274.9979158403,315.046244905,217.1906398198,147.2069175998,319.6880776916,265.60650292,94.9979158403,253.737780113,224.0572044194,5.163554707,184.780516214,2018-11-30,03:31:20,2
351,215.6320623813,276.2844740873,300.5653142736,223.5691343083,188.1379553724,319.7729569788,265.0766500711,96.2844740873,251.4241233765,200.4137614596,5.9814662722,183.0753369141,2018-11-06,18:50:32,1
352,240.0369709641,267.3497511341,51.7634673184,345.3684622058,250.5127292132,323.8119826588,269.1239152669,87.3497511341,266.4635676774,9.7692492914,8.5749253108,340.3211013616,2019-04-24,08:21:45,2
353,238.686615789,269.8293765368,21.0724882138,334.8898358603,344.0930158925,322.2041839265,268.5951616628,89.8293765368,264.3614292865,323.9836473396,6.0866938307,284.5104589259,2019-03-08,16:20:41,2
354,201.4932069946,280.5347945798,275.1581176236,107.5486614305,213.5150525322,321.6094779745,265.1766752628,100.5347945798,248.8164051814,121.4435502767,8.4993327263,167.3470397841,2018-08-18,18:52:45,2
355,199.3572461377,282.8100106089,284.6218637801,106.0155834829,353.233737296,322.3971466897,266.1523144715,102.8100106089,251.1860313785,80.3799367882,8.1296094187,121.9570466279,2018-07-06,19:26:16,1
356,207.2886297105,278.463024418,280.3611808487,164.241415499,356.7998511312,320.5528004431,264.7469505493,98.463024418,248.8648497756,159.6285550707,7.5996146606,195.3506284343,2018-09-26,16:10:49,2
357,213.7741517402,276.7262332182,295.6489854646,213.6269444778,71.4385697394,319.8781347783,264.9402371595,96.7262332182,250.709008857,191.8176020073,6.3259499112,187.4356519898,2018-10-29,10:46:12,1
358,238.9340332485,266.4607631718,62.6783460351,14.1094187676,103.4163704785,324.2354690754,269.0599786188,86.4607631718,266.3928636056,26.0510352605,9.5280415194,0.6708894625,2019-05-11,13:59:02,1
359,239.0092307593,266.5066521868,62.1170859814,12.4157763439,91.3246134838,324.2165715243,269.0665028681,86.5066521868,266.407614244,25.2138669491,9.4797704491,359.6195312652,2019-05-10,06:12:02,2
360,235.5728801823,271.1144652288,4.464296622,309.1759567185,21.2323619935,321.2846584524,267.950060422,91.1144652288,262.1210434923,299.1660557494,5.1371603932,255.494705763,2019-02-12,13:19:48,2
361,236.8137484222,270.6585276653,10.2752063637,324.036909227,145.0487480733,321.5983870533,268.1970780208,90.6585276653,262.9694491304,307.8519615367,5.4240677791,265.5190049609,2019-02-21,02:49:24,1
362,199.5947738763,283.2898626738,285.2020247229,93.2535367085,244.212943692,322.4594214517,266.3689674962,103.2898626738,251.8485922989,71.7479283604,7.8692608929,111.665838965,2018-06-27,14:06:49,2
363,238.4557336516,269.9300558793,19.5195258601,335.5710932436,321.1922979804,322.1163355651,268.5435747623,89.9300558793,264.1782290075,321.664560564,5.9820186794,281.7547451271,2019-03-06,21:44:50,1
364,238.1118024718,270.0698309528,17.3577638472,335.1684616077,289.9963641824,321.9940377798,268.4683702391,90.0698309528,263.9130925149,318.4354530762,5.8412378341,277.9311796239,2019-03-03,03:26:35,2
365,240.0911427031,267.4220098188,50.8723362535,343.4129497961,233.0487564396,323.7725999704,269.1231130792,87.4220098188,266.4490949907,8.4402420155,8.4966940005,338.6694089422,2019-04-23,02:38:13,1
366,202.1330223198,280.236796578,274.6796612057,109.0273244976,280.957406144,321.4638940271,265.0777405845,100.236796578,248.6725815286,126.8573310113,8.4375163137,172.5874206279,2018-08-24,01:50:32,2
367,217.6723634396,275.7808492112,306.1289438596,229.4169449176,306.1479348904,319.7028437418,265.2602708197,95.7808492112,252.2813600814,209.7201414767,5.6307906493,181.2301954797,2018-11-16,11:55:58,1
368,240.3206925152,268.1241984131,42.1758857399,327.9295582272,46.6048392369,323.3578270295,269.0680207755,88.1241984131,266.1522998089,355.4726906203,7.7400765398,322.6432022156,2019-04-09,22:37:01,2
369,240.3127744696,268.19984638,41.2349077882,326.7257299569,27.9821981727,323.3099837196,269.0569115443,88.19984638,266.1035810862,354.069200707,7.659656412,320.9191766448,2019-04-08,07:21:21,1
370,204.0492786599,279.4847494627,275.3609972146,128.0800329839,106.7599770058,321.078837772,264.8788372813,99.4847494627,248.5289150515,140.5795827753,8.175342281,184.4325534282,2018-09-07,13:26:34,2
371,240.1462111798,268.6306286734,35.8633211502,322.3600919315,288.6184976932,323.0282148365,268.9748763726,88.6306286734,265.7660179503,346.0548822168,7.2095531117,311.114226937,2019-03-31,10:15:19,1
372,224.9903727172,274.0351113176,327.3071809089,222.2889278213,15.9168461731,319.8457935787,266.1588860808,94.0351113176,255.8483957495,243.1104365184,4.7367497097,197.633778953,2018-12-19,09:34:29,2
373,232.0920328979,272.1950862486,350.6552456754,273.6446076798,121.8848241238,320.6094999309,267.300737835,92.1950862486,259.901828776,278.4699558416,4.6835527136,232.3776355354,2019-01-23,03:55:07,1
374,213.0398652639,276.9092023199,293.7501919422,209.0766099966,23.5733288046,319.9303659771,264.8949880117,96.9092023199,250.4454762008,188.3733125027,6.4668764616,189.5370415253,2018-10-26,04:54:13,2
375,227.6650951856,273.3746889048,335.6320587659,239.2130529647,193.317093945,320.0582386073,266.5650861138,93.3746889047,257.3120801829,255.8043452474,4.6034453128,209.0596310256,2018-12-31,21:40:44,1
376,218.2382475218,275.6812186687,307.6994633875,229.261925099,328.8484683115,319.691739029,265.3168948494,95.6812186687,252.53107775,212.2872772994,5.5397108778,181.3302449266,2018-11-18,09:03:19,2
377,237.2757502879,265.6169809715,72.9544601632,48.0066272635,314.9328677157,324.5184387451,268.8822424566,85.6169809715,265.9197852577,41.3838290861,10.3811517077,20.0185832546,2019-05-27,05:07:52,2
378,238.4613339632,269.9271633975,19.5561346669,335.5640825987,321.8440281866,322.1184042624,268.544814529,89.9271633975,264.182618637,321.7192361918,5.9844526519,281.8196225443,2019-03-06,23:03:26,2
379,240.3152661482,268.181614422,41.4617568046,327.005668183,32.436526759,323.3215619407,269.0596784247,88.181614422,266.1156142015,354.4075658117,7.6790058701,321.3346299556,2019-04-08,21:36:47,1
380,238.1431187767,270.0989704375,17.5481109075,335.2687063353,283.5288603306,322.0047946727,268.4751476181,90.0989704375,263.9368992031,318.7198175862,5.8533976408,278.2672502623,2019-03-03,12:14:45,2
381,199.4572038468,283.0727646158,285.0667974916,99.4381120831,292.6679958263,322.4365581836,266.2719986619,103.0727646158,251.54736782,75.6532394046,7.9942513831,116.3423781138,2018-07-01,20:26:14,1
382,230.8006018322,272.509462098,346.0733834843,262.7558919511,34.5761546498,320.4152574494,267.073534166,92.509462098,259.1214761104,271.5841980429,4.6092033592,225.0110007566,2019-01-15,23:32:18,1
383,225.1540426277,273.9953329461,327.8057589934,223.199334896,26.1128171474,319.8562427693,266.1826786713,93.9953329461,255.9357086196,243.8744161481,4.725119805,198.2721608126,2018-12-20,04:35:24,2
384,233.2134539725,271.8688025252,354.8256357126,283.9419367744,208.6836227722,320.8003870694,267.5037165798,91.8688025252,260.5963694354,284.7293272436,4.7847551002,239.2347371681,2019-01-29,02:41:32,2
385,227.9221066941,273.3062764354,336.4855265492,241.0882675645,210.0233729229,320.0708601931,266.5942538437,93.3062764354,257.4507658933,257.1065345955,4.5831245056,210.3146349867,2019-01-02,05:39:45,1
